<NUMBER OF ZONES> 1698
<NUMBER OF NODES> 7926
<FIRST THRU NODE> 0
<NUMBER OF LINKS> 21194
<MINIMUM_NODE_ID> 0
<TRIP_FORMAT> 1
<COST_FUN_TYPE> 1
<END OF METADATA>

~origin    dest    capacity    length    fft    alpha    beta    speed_limit    toll    FTYPE    ATYPE    AMLANE    slope    fld    slr    tpa    bri
558    4843    22050.0    0.08    0.28    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
559    2898    22050.0    0.09    0.32    15    1.04    99    0.00    0    2    7   -0.05   9999   9999   0   0.000000;
559    2913    22050.0    0.13    0.46    15    1.04    99    0.00    0    2    7   0.03   9999   9999   0   0.000000;
559    4844    22050.0    0.27    0.95    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
560    2918    22050.0    0.12    0.42    15    1.04    99    0.00    0    2    7   0.05   9999   9999   0   0.000000;
560    4842    22050.0    0.14    0.49    15    1.04    99    0.00    0    2    7   -0.03   9999   9999   0   0.000000;
561    4845    22050.0    0.18    0.64    15    1.04    99    0.00    0    2    7   -0.04   343   9999   0   0.000000;
562    2883    22050.0    0.41    1.45    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
562    2886    22050.0    0.43    1.52    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
562    4898    22050.0    0.60    2.12    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
563    2884    22050.0    0.36    0.94    7    1.08    99    0.00    0    3    7   0.01   343   9999   0   0.000000;
563    2906    22050.0    0.48    1.25    7    1.08    99    0.00    0    3    7   -0.02   9999   9999   0   0.000000;
563    2919    22050.0    0.49    1.28    7    1.08    99    0.00    0    3    7   -0.01   343   9999   0   0.000000;
563    4897    22050.0    0.38    0.99    7    1.08    99    0.00    0    3    7   -0.00   9999   9999   0   0.000000;
564    2881    22050.0    0.42    0.87    5.5    1.11    99    0.00    0    4    7   -0.01   9999   9999   0   0.000000;
564    2882    22050.0    0.63    1.30    5.5    1.11    99    0.00    0    4    7   0.00   9999   9999   0   0.000000;
564    4899    22050.0    0.71    1.47    5.5    1.11    99    0.00    0    4    7   0.01   343   9999   0   0.000000;
565    2857    22050.0    0.58    1.20    5.5    1.11    99    0.00    0    4    7   0.01   9999   9999   0   0.000000;
565    4864    22050.0    0.40    0.83    5.5    1.11    99    0.00    0    4    7   0.00   9999   9999   0   0.000000;
565    4865    22050.0    0.50    1.03    5.5    1.11    99    0.00    0    4    7   0.00   9999   9999   0   0.000000;
566    4904    22050.0    0.70    1.45    5.5    1.11    99    0.00    0    4    7   0.00   9999   9999   0   0.000000;
566    4905    22050.0    0.28    0.58    5.5    1.11    99    0.00    0    4    7   -0.06   9999   9999   0   0.000000;
566    4906    22050.0    0.64    1.32    5.5    1.11    99    0.00    0    4    7   0.01   9999   9999   0   0.000000;
567    4907    22050.0    0.53    1.10    5.5    1.11    99    0.00    0    4    7   -0.01   9999   9999   0   0.000000;
567    4908    22050.0    0.50    1.03    5.5    1.11    99    0.00    0    4    7   0.03   9999   9999   0   0.000000;
567    4909    22050.0    0.46    0.95    5.5    1.11    99    0.00    0    4    7   0.02   9999   9999   0   0.000000;
567    4911    22050.0    0.65    1.34    5.5    1.11    99    0.00    0    4    7   0.01   9999   9999   0   0.000000;
568    2878    22050.0    0.52    1.08    5.5    1.11    99    0.00    0    4    7   0.00   9999   9999   0   0.000000;
568    4900    22050.0    0.46    0.95    5.5    1.11    99    0.00    0    4    7   0.02   9999   9999   0   0.000000;
568    4901    22050.0    0.64    1.32    5.5    1.11    99    0.00    0    4    7   -0.00   9999   9999   0   0.000000;
569    2914    22050.0    0.46    1.20    7    1.08    99    0.00    0    3    7   -0.00   9999   9999   0   0.000000;
569    2915    22050.0    0.71    1.85    7    1.08    99    0.00    0    3    7   0.02   9999   9999   0   0.000000;
569    4902    22050.0    0.86    2.24    7    1.08    99    0.00    0    3    7   -0.00   9999   9999   0   0.000000;
569    4903    22050.0    0.58    1.51    7    1.08    99    0.00    0    3    7   -0.02   9999   9999   0   0.000000;
570    4959    22050.0    0.20    0.71    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
570    4960    22050.0    0.19    0.67    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
571    2914    22050.0    0.14    0.49    15    1.04    99    0.00    0    2    7   0.04   9999   9999   0   0.000000;
571    4958    22050.0    0.18    0.64    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
572    2867    22050.0    0.39    1.02    7    1.08    99    0.00    0    3    7   -0.01   9999   9999   0   0.000000;
572    3556    22050.0    0.26    0.68    7    1.08    99    0.00    0    3    7   -0.00   9999   9999   0   0.000000;
572    4957    22050.0    0.29    0.76    7    1.08    99    0.00    0    3    7   -0.04   9999   9999   0   0.000000;
573    4951    22050.0    0.06    0.21    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
573    4954    22050.0    0.10    0.35    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
574    3556    22050.0    0.42    0.87    5.5    1.11    99    0.00    0    4    7   -0.00   9999   9999   0   0.000000;
574    4888    22050.0    0.56    1.16    5.5    1.11    99    0.00    0    4    7   -0.02   9999   9999   0   0.000000;
574    4889    22050.0    0.52    1.08    5.5    1.11    99    0.00    0    4    7   -0.02   9999   9999   0   0.000000;
574    4890    22050.0    0.69    1.43    5.5    1.11    99    0.00    0    4    7   0.01   9999   9999   0   0.000000;
575    4891    22050.0    0.37    1.31    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
575    4892    22050.0    0.50    1.76    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
576    2877    22050.0    0.40    1.41    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
576    4833    22050.0    0.53    1.87    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
576    4893    22050.0    0.32    1.13    15    1.04    99    0.00    0    2    7   -0.03   9999   9999   0   0.000000;
576    4894    22050.0    0.43    1.52    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
577    2884    22050.0    0.57    1.18    5.5    1.11    99    0.00    0    4    7   0.03   9999   9999   0   0.000000;
577    4893    22050.0    0.52    1.08    5.5    1.11    99    0.00    0    4    7   -0.00   9999   9999   0   0.000000;
577    4895    22050.0    0.33    0.68    5.5    1.11    99    0.00    0    4    7   0.00   9999   9999   0   0.000000;
577    4896    22050.0    0.42    0.87    5.5    1.11    99    0.00    0    4    7   0.00   9999   9999   0   0.000000;
578    2917    22050.0    0.37    1.31    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
578    3243    22050.0    0.31    1.09    15    1.04    99    0.00    0    2    7   -0.03   9999   9999   0   0.000000;
578    4831    22050.0    0.31    1.09    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
578    4833    22050.0    0.43    1.52    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
579    4835    22050.0    0.11    0.39    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
580    3728    22050.0    0.11    0.39    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
581    3601    22050.0    0.32    1.13    15    1.04    99    0.00    0    2    7   -0.01   321   9999   0   0.000000;
582    3242    22050.0    0.26    0.92    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
582    4831    22050.0    0.31    1.09    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
582    4834    22050.0    0.39    1.38    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
583    4652    22050.0    0.18    0.64    15    1.04    99    0.00    0    2    7   -0.04   9999   9999   0   0.000000;
583    4653    22050.0    0.32    1.13    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
583    4654    22050.0    0.21    0.74    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
584    5008    22050.0    0.26    0.92    2000    1.00    99    0.00    0    1    7   -0.01   9999   9999   0   0.000000;
584    5009    22050.0    0.23    0.81    2000    1.00    99    0.00    0    1    7   -0.02   9999   9999   0   0.000000;
584    5010    22050.0    0.33    1.16    2000    1.00    99    0.00    0    1    7   -0.01   9999   9999   0   0.000000;
585    3601    22050.0    0.27    0.95    2000    1.00    99    0.00    0    1    7   -0.01   9999   9999   0   42.640000;
586    2902    22050.0    0.15    0.53    15    1.04    99    0.00    0    2    7   -0.04   9999   9999   0   0.000000;
587    3181    22050.0    0.36    1.27    2000    1.00    99    0.00    0    1    7   -0.00   9999   9999   0   0.000000;
587    5007    22050.0    0.20    0.71    2000    1.00    99    0.00    0    1    7   -0.01   9999   9999   0   0.000000;
588    3181    22050.0    0.30    1.06    2000    1.00    99    0.00    0    1    7   -0.00   9999   9999   0   0.000000;
588    4651    22050.0    0.31    1.09    2000    1.00    99    0.00    0    1    7   -0.00   9999   9999   0   0.000000;
588    5009    22050.0    0.37    1.31    2000    1.00    99    0.00    0    1    7   -0.02   9999   9999   0   0.000000;
588    5011    22050.0    0.36    1.27    2000    1.00    99    0.00    0    1    7   0.02   9999   9999   0   76.440000;
589    3176    22050.0    0.46    1.20    7    1.08    99    0.00    0    3    7   0.01   9999   9999   0   0.000000;
589    5006    22050.0    0.40    1.04    7    1.08    99    0.00    0    3    7   0.00   9999   9999   0   0.000000;
590    3098    22050.0    0.55    0.94    3    1.25    99    0.00    0    5    7   -0.03   321   9999   0   0.000000;
590    4885    22050.0    0.50    0.86    3    1.25    99    0.00    0    5    7   -0.04   321   9999   0   0.000000;
590    4886    22050.0    0.37    0.63    3    1.25    99    0.00    0    5    7   -0.04   321   9999   0   0.000000;
590    4887    22050.0    0.90    1.54    3    1.25    99    0.00    0    5    7   -0.02   321   9999   0   0.000000;
591    3765    22050.0    0.64    1.32    5.5    1.11    99    0.00    0    4    7   -0.02   9999   9999   0   0.000000;
591    5000    22050.0    0.12    0.25    5.5    1.11    99    0.00    0    4    7   -0.02   9999   9999   0   0.000000;
591    5003    22050.0    0.76    1.57    5.5    1.11    99    0.00    0    4    7   -0.01   9999   9999   0   0.000000;
592    4997    22050.0    0.34    0.58    3    1.25    99    0.00    0    5    7   -0.02   9999   9999   0   0.000000;
592    4998    22050.0    0.57    0.98    3    1.25    99    0.00    0    5    7   0.00   9999   9999   0   0.000000;
592    4999    22050.0    0.35    0.60    3    1.25    99    0.00    0    5    7   0.01   9999   9999   0   0.000000;
593    3113    22050.0    0.56    0.96    3    1.25    99    0.00    0    5    7   -0.01   9999   9999   0   0.000000;
593    4994    22050.0    0.88    1.51    3    1.25    99    0.00    0    5    7   -0.02   9999   9999   0   0.000000;
593    4995    22050.0    0.73    1.25    3    1.25    99    0.00    0    5    7   -0.01   9999   9999   0   0.000000;
593    4996    22050.0    0.52    0.89    3    1.25    99    0.00    0    5    7   -0.02   9999   9999   0   0.000000;
594    3090    22050.0    0.41    0.85    5.5    1.11    99    0.00    0    4    7   -0.02   9999   9999   0   0.000000;
594    3112    22050.0    0.89    1.84    5.5    1.11    99    0.00    0    4    7   -0.01   299   9999   0   0.000000;
594    4966    22050.0    0.49    1.01    5.5    1.11    99    0.00    0    4    7   -0.00   321   9999   0   0.000000;
594    4967    22050.0    0.65    1.34    5.5    1.11    99    0.00    0    4    7   0.00   321   9999   0   0.000000;
595    3096    22050.0    0.52    1.08    5.5    1.11    99    0.00    0    4    7   -0.03   9999   9999   0   0.000000;
595    3767    22050.0    0.41    0.85    5.5    1.11    99    0.00    0    4    7   -0.00   9999   9999   0   0.000000;
595    4964    22050.0    0.34    0.70    5.5    1.11    99    0.00    0    4    7   0.00   9999   9999   0   0.000000;
595    4965    22050.0    0.65    1.34    5.5    1.11    99    0.00    0    4    7   -0.01   9999   9999   0   0.000000;
596    4880    22050.0    0.36    1.27    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
596    4884    22050.0    0.12    0.42    15    1.04    99    0.00    0    2    7   0.06   9999   9999   0   0.000000;
597    3770    22050.0    0.18    0.64    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
597    4930    22050.0    0.44    1.55    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
597    4932    22050.0    0.37    1.31    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
598    3812    22050.0    0.38    0.99    7    1.08    99    0.00    0    3    7   0.02   9999   9999   0   0.000000;
599    4968    22050.0    0.17    0.35    5.5    1.11    99    0.00    0    4    7   0.02   9999   9999   0   0.000000;
599    4969    22050.0    0.52    1.08    5.5    1.11    99    0.00    0    4    7   0.00   9999   9999   0   0.000000;
599    4970    22050.0    0.46    0.95    5.5    1.11    99    0.00    0    4    7   -0.02   9999   9999   0   0.000000;
600    3774    22050.0    0.27    0.70    7    1.08    99    0.00    0    3    7   0.00   9999   9999   0   0.000000;
600    4878    22050.0    0.76    1.98    7    1.08    99    0.00    0    3    7   0.00   320   9999   0   0.000000;
601    5196    22050.0    0.46    0.95    5.5    1.11    99    0.00    0    4    7   -0.03   9999   9999   0   0.000000;
601    5197    22050.0    0.48    0.99    5.5    1.11    99    0.00    0    4    7   -0.02   9999   9999   0   0.000000;
601    5198    22050.0    0.35    0.72    5.5    1.11    99    0.00    0    4    7   -0.00   9999   9999   0   0.000000;
602    3778    22050.0    0.65    1.70    7    1.08    99    0.00    0    3    7   -0.01   9999   9999   0   0.000000;
602    5046    22050.0    0.69    1.80    7    1.08    99    0.00    0    3    7   -0.01   9999   9999   0   0.000000;
602    5047    22050.0    0.56    1.46    7    1.08    99    0.00    0    3    7   -0.02   9999   9999   0   0.000000;
603    3775    22050.0    0.16    0.42    7    1.08    99    0.00    0    3    7   0.05   9999   9999   0   0.000000;
603    4874    22050.0    0.16    0.42    7    1.08    99    0.00    0    3    7   0.06   9999   9999   0   0.000000;
604    2845    22050.0    0.77    1.59    5.5    1.11    99    0.00    0    4    7   -0.01   9999   9999   0   0.000000;
604    4875    22050.0    0.77    1.59    5.5    1.11    99    0.00    0    4    7   0.00   9999   9999   0   0.000000;
604    4876    22050.0    0.37    0.77    5.5    1.11    99    0.00    0    4    7   -0.01   9999   9999   0   0.000000;
604    4877    22050.0    0.47    0.97    5.5    1.11    99    0.00    0    4    7   0.00   9999   9999   0   0.000000;
605    2870    22050.0    0.36    1.27    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
605    2871    22050.0    0.45    1.59    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
605    4925    22050.0    0.21    0.74    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
606    2867    22050.0    0.12    0.42    15    1.04    99    0.00    0    2    7   -0.04   9999   9999   0   0.000000;
606    4956    22050.0    0.24    0.85    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
607    4940    22050.0    0.12    0.42    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
607    4951    22050.0    0.09    0.32    15    1.04    99    0.00    0    2    7   0.04   9999   9999   0   0.000000;
608    4940    22050.0    0.13    0.46    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
608    4963    22050.0    0.06    0.21    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
609    4960    22050.0    0.13    0.34    7    1.08    99    0.00    0    3    7   -0.03   9999   9999   0   0.000000;
609    4961    22050.0    0.11    0.29    7    1.08    99    0.00    0    3    7   0.01   9999   9999   0   0.000000;
610    4961    22050.0    0.08    0.21    7    1.08    99    0.00    0    3    7   0.03   9999   9999   0   0.000000;
610    4962    22050.0    0.06    0.16    7    1.08    99    0.00    0    3    7   -0.01   9999   9999   0   0.000000;
611    2846    22050.0    0.55    1.43    7    1.08    99    0.00    0    3    7   -0.00   9999   9999   0   0.000000;
611    2871    22050.0    0.40    1.04    7    1.08    99    0.00    0    3    7   -0.01   9999   9999   0   0.000000;
611    2872    22050.0    0.43    1.12    7    1.08    99    0.00    0    3    7   -0.02   9999   9999   0   0.000000;
612    2842    22050.0    0.35    0.91    7    1.08    99    0.00    0    3    7   0.01   9999   9999   0   0.000000;
612    2848    22050.0    0.22    0.57    7    1.08    99    0.00    0    3    7   0.02   9999   9999   0   0.000000;
612    2885    22050.0    0.21    0.55    7    1.08    99    0.00    0    3    7   -0.02   9999   9999   0   0.000000;
612    2888    22050.0    0.20    0.52    7    1.08    99    0.00    0    3    7   0.00   9999   9999   0   0.000000;
613    2872    22050.0    0.63    1.64    7    1.08    99    0.00    0    3    7   -0.00   9999   9999   0   0.000000;
613    4910    22050.0    0.67    1.75    7    1.08    99    0.00    0    3    7   0.00   9999   9999   0   0.000000;
613    4924    22050.0    0.65    1.70    7    1.08    99    0.00    0    3    7   0.02   9999   9999   0   0.000000;
614    2851    22050.0    0.28    0.58    5.5    1.11    99    0.00    0    4    7   -0.01   9999   9999   0   0.000000;
614    4918    22050.0    0.26    0.54    5.5    1.11    99    0.00    0    4    7   -0.03   9999   9999   0   0.000000;
614    4920    22050.0    0.27    0.56    5.5    1.11    99    0.00    0    4    7   -0.01   9999   9999   0   0.000000;
614    4921    22050.0    0.40    0.83    5.5    1.11    99    0.00    0    4    7   -0.01   9999   9999   0   0.000000;
615    4913    22050.0    0.26    0.54    5.5    1.11    99    0.00    0    4    7   -0.03   9999   9999   0   0.000000;
615    4914    22050.0    0.54    1.12    5.5    1.11    99    0.00    0    4    7   -0.01   9999   9999   0   0.000000;
615    4915    22050.0    0.28    0.58    5.5    1.11    99    0.00    0    4    7   0.01   9999   9999   0   0.000000;
615    4916    22050.0    0.52    1.08    5.5    1.11    99    0.00    0    4    7   0.00   9999   9999   0   0.000000;
616    3786    22050.0    0.27    0.95    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
616    4866    22050.0    0.25    0.88    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
617    4867    22050.0    0.28    0.99    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
618    2849    22050.0    0.41    1.07    7    1.08    99    0.00    0    3    7   -0.01   9999   9999   0   0.000000;
618    2851    22050.0    0.49    1.28    7    1.08    99    0.00    0    3    7   -0.00   9999   9999   0   0.000000;
619    4268    22050.0    0.24    0.63    7    1.08    99    0.00    0    3    7   -0.00   9999   9999   0   0.000000;
620    2842    22050.0    0.43    1.12    7    1.08    99    0.00    0    3    7   -0.00   9999   9999   0   0.000000;
620    4922    22050.0    0.19    0.50    7    1.08    99    0.00    0    3    7   -0.01   9999   9999   0   0.000000;
621    4869    22050.0    0.44    1.15    7    1.08    99    0.00    0    3    7   -0.01   9999   9999   0   0.000000;
622    3784    22050.0    0.28    0.99    15    1.04    99    0.00    0    2    7   -0.06   9999   9999   0   0.000000;
622    4868    22050.0    0.17    0.60    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
623    5059    22050.0    0.40    0.83    5.5    1.11    99    0.00    0    4    7   0.00   9999   9999   0   0.000000;
624    3204    22050.0    0.19    0.67    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
624    5055    22050.0    0.29    1.02    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
624    5058    22050.0    0.23    0.81    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
625    3191    22050.0    0.31    1.09    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
626    3783    22050.0    0.34    1.20    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
626    5192    22050.0    0.50    1.76    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
627    5193    22050.0    0.23    0.81    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
627    5194    22050.0    0.18    0.64    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
628    3777    22050.0    0.17    0.44    7    1.08    99    0.00    0    3    7   -0.00   9999   9999   0   0.000000;
628    4870    22050.0    0.38    0.99    7    1.08    99    0.00    0    3    7   -0.01   9999   9999   0   0.000000;
629    4871    22050.0    0.21    0.55    7    1.08    99    0.00    0    3    7   0.03   9999   9999   0   0.000000;
629    4872    22050.0    0.23    0.60    7    1.08    99    0.00    0    3    7   -0.01   9999   9999   0   0.000000;
629    4873    22050.0    0.19    0.50    7    1.08    99    0.00    0    3    7   -0.03   9999   9999   0   0.000000;
630    5195    22050.0    0.24    0.85    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
631    5187    22050.0    0.17    0.60    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
631    5188    22050.0    0.08    0.28    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
632    5188    22050.0    0.11    0.39    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
632    5189    22050.0    0.12    0.42    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
633    5191    22050.0    0.17    0.60    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
634    3124    22050.0    0.14    0.49    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
634    5048    22050.0    0.26    0.92    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
635    3033    22050.0    0.37    0.77    5.5    1.11    99    0.00    0    4    7   -0.01   9999   9999   0   0.000000;
635    4221    22050.0    0.36    0.74    5.5    1.11    99    0.00    0    4    7   -0.01   9999   9999   0   0.000000;
636    3200    22050.0    0.38    1.34    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
636    3201    22050.0    0.45    1.59    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
637    5190    22050.0    0.28    0.99    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
638    3033    22050.0    0.22    0.78    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
638    5116    22050.0    0.57    2.01    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
639    4038    22050.0    0.15    0.53    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
640    2985    22050.0    0.42    1.48    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
640    5115    22050.0    0.35    1.24    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
641    5050    22050.0    0.10    0.35    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
642    5049    22050.0    0.12    0.42    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
643    5049    22050.0    0.18    0.64    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
643    5050    22050.0    0.21    0.74    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
643    5051    22050.0    0.25    0.88    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
643    5052    22050.0    0.18    0.64    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
644    3781    22050.0    0.13    0.46    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
644    5052    22050.0    0.11    0.39    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
645    4509    22050.0    0.34    1.20    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
646    5110    22050.0    0.35    1.24    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
647    5054    22050.0    0.27    0.95    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
647    5057    22050.0    0.21    0.74    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
648    2941    22050.0    0.78    2.75    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
648    3204    22050.0    0.27    0.95    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
648    5060    22050.0    0.65    2.29    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
648    5061    22050.0    0.62    2.19    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
649    3027    22050.0    0.58    1.20    5.5    1.11    99    0.00    0    4    7   0.01   9999   9999   0   0.000000;
649    5110    22050.0    0.64    1.32    5.5    1.11    99    0.00    0    4    7   -0.02   9999   9999   0   0.000000;
649    5111    22050.0    0.60    1.24    5.5    1.11    99    0.00    0    4    7   -0.02   9999   9999   0   0.000000;
650    3005    22050.0    0.37    0.97    7    1.08    99    0.00    0    3    7   -0.01   9999   9999   0   0.000000;
650    5112    22050.0    0.51    1.33    7    1.08    99    0.00    0    3    7   -0.00   9999   9999   0   0.000000;
651    3080    22050.0    0.75    1.96    7    1.08    99    0.00    0    3    7   0.02   9999   9999   0   0.000000;
652    3004    22050.0    0.52    0.89    3    1.25    99    0.00    0    5    7   -0.02   9999   9999   0   0.000000;
652    3035    22050.0    0.12    0.21    3    1.25    99    0.00    0    5    7   -0.00   9999   9999   0   0.000000;
653    3029    22050.0    0.21    0.74    15    1.04    99    0.00    0    2    7   -0.03   9999   9999   0   0.000000;
653    3030    22050.0    0.50    1.76    15    1.04    99    0.00    0    2    7   0.03   9999   9999   0   0.000000;
653    5068    22050.0    0.67    2.36    15    1.04    99    0.00    0    2    7   0.03   9999   9999   0   0.000000;
654    5062    22050.0    0.23    0.81    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
654    5066    22050.0    0.21    0.74    15    1.04    99    0.00    0    2    7   0.03   9999   9999   0   0.000000;
654    5067    22050.0    0.36    1.27    15    1.04    99    0.00    0    2    7   0.04   9999   9999   0   0.000000;
655    5064    22050.0    0.09    0.32    15    1.04    99    0.00    0    2    7   0.03   9999   9999   0   0.000000;
655    5066    22050.0    0.19    0.67    15    1.04    99    0.00    0    2    7   0.04   9999   9999   0   0.000000;
656    5067    22050.0    0.57    1.49    7    1.08    99    0.00    0    3    7   -0.01   9999   9999   0   0.000000;
656    5069    22050.0    0.46    1.20    7    1.08    99    0.00    0    3    7   -0.06   9999   9999   0   0.000000;
656    5070    22050.0    0.36    0.94    7    1.08    99    0.00    0    3    7   -0.01   9999   9999   0   0.000000;
657    2989    22050.0    1.02    1.75    3    1.25    99    0.00    0    5    7   -0.01   9999   9999   0   0.000000;
658    3560    22050.0    0.47    0.81    3    1.25    99    0.00    0    5    7   -0.01   9999   9999   0   0.000000;
658    3562    22050.0    0.58    0.99    3    1.25    99    0.00    0    5    7   -0.00   9999   9999   0   0.000000;
658    4948    22050.0    0.45    0.77    3    1.25    99    0.00    0    5    7   -0.06   9999   9999   0   0.000000;
658    4950    22050.0    0.24    0.41    3    1.25    99    0.00    0    5    7   0.04   9999   9999   0   0.000000;
659    4947    22050.0    0.49    1.73    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
659    5106    22050.0    0.60    2.12    15    1.04    99    0.00    0    2    7   0.05   9999   9999   0   0.000000;
659    5107    22050.0    0.21    0.74    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
659    5108    22050.0    0.32    1.13    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
660    4937    22050.0    0.25    0.88    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
660    5109    22050.0    0.16    0.56    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
661    2951    22050.0    0.07    0.25    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
661    4937    22050.0    0.18    0.64    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
