<NUMBER OF ZONES> 1698
<NUMBER OF NODES> 7926
<FIRST THRU NODE> 0
<NUMBER OF LINKS> 21194
<MINIMUM_NODE_ID> 0
<TRIP_FORMAT> 1
<COST_FUN_TYPE> 1
<END OF METADATA>

~origin    dest    capacity    length    fft    alpha    beta    speed_limit    toll    FTYPE    ATYPE    AMLANE    slope    fld    slr    tpa    bri
4789    510    22050.0    0.62    1.06    3    1.25    99    0.00    0    5    7   0.02   301   9999   0   0.000000;
4789    3332    800.0    0.91    1.36    3    1.25    99    0.00    4    5    1   -0.01   9999   9999   0   0.000000;
4789    4788    800.0    0.06    0.09    3    1.25    99    0.00    4    5    1   0.03   9999   9999   0   0.000000;
4790    507    22050.0    0.20    0.34    3    1.25    99    0.00    0    5    7   0.02   301   9999   0   0.000000;
4790    3337    900.0    0.16    0.21    3    1.25    99    0.00    3    5    1   0.02   301   9999   0   33.840000;
4790    4793    900.0    0.83    1.08    3    1.25    99    0.00    3    5    1   -0.02   9999   9999   0   0.000000;
4791    509    22050.0    0.50    0.86    3    1.25    99    0.00    0    5    7   0.01   9999   9999   0   0.000000;
4791    3334    900.0    0.28    0.37    3    1.25    99    0.00    3    5    1   -0.03   9999   9999   0   0.000000;
4791    3335    900.0    0.68    0.89    3    1.25    99    0.00    3    5    1   0.00   9999   9999   0   0.000000;
4792    337    22050.0    0.30    0.51    3    1.25    99    0.00    0    5    7   0.01   9999   9999   0   0.000000;
4792    3339    900.0    0.60    0.78    3    1.25    99    0.00    3    5    1   -0.00   9999   9999   0   0.000000;
4792    4793    900.0    0.09    0.12    3    1.25    99    0.00    3    5    1   0.04   9999   9999   0   0.000000;
4793    336    22050.0    0.29    0.50    3    1.25    99    0.00    0    5    7   0.02   9999   9999   0   0.000000;
4793    4790    900.0    0.83    1.08    3    1.25    99    0.00    3    5    1   0.02   9999   9999   0   0.000000;
4793    4792    900.0    0.09    0.12    3    1.25    99    0.00    3    5    1   -0.04   9999   9999   0   0.000000;
4794    336    22050.0    0.47    0.81    3    1.25    99    0.00    0    5    7   0.01   9999   9999   0   0.000000;
4794    4796    900.0    0.41    0.53    3    1.25    99    0.00    3    5    1   -0.00   9999   9999   0   0.000000;
4794    4820    900.0    0.83    1.08    3    1.25    99    0.00    3    5    1   -0.00   9999   9999   0   0.000000;
4795    338    22050.0    0.49    1.28    7    1.08    99    0.00    0    3    7   0.01   9999   9999   0   0.000000;
4795    3364    1400.0    0.72    0.94    7    1.08    99    0.00    3    3    2   0.02   9999   9999   0   0.000000;
4795    4798    1200.0    0.14    0.21    15    1.04    99    0.00    3    2    2   0.03   9999   9999   0   0.000000;
4796    338    22050.0    0.51    1.33    7    1.08    99    0.00    0    3    7   -0.01   9999   9999   0   0.000000;
4796    3339    700.0    0.21    0.27    7    1.08    99    0.00    3    3    1   -0.01   9999   9999   0   0.000000;
4796    4794    900.0    0.41    0.53    3    1.25    99    0.00    3    5    1   0.00   9999   9999   0   0.000000;
4797    341    22050.0    0.24    0.85    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
4797    3363    1200.0    0.18    0.27    15    1.04    99    0.00    3    2    2   0.00   9999   9999   0   0.000000;
4797    4798    1200.0    0.37    0.55    15    1.04    99    0.00    3    2    2   0.00   9999   9999   0   0.000000;
4798    340    22050.0    0.27    0.95    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
4798    4795    1200.0    0.14    0.21    15    1.04    99    0.00    3    2    2   -0.03   9999   9999   0   0.000000;
4798    4797    1200.0    0.37    0.55    15    1.04    99    0.00    3    2    2   -0.00   9999   9999   0   0.000000;
4799    343    22050.0    0.14    0.49    15    1.04    99    0.00    0    2    7   -0.03   9999   9999   0   0.000000;
4799    3504    1000.0    0.52    0.89    15    1.04    99    0.00    4    2    2   -0.03   9999   9999   0   0.000000;
4799    4417    1200.0    0.10    0.15    15    1.04    99    0.00    3    2    2   -0.02   9999   9999   0   0.000000;
4799    4800    1200.0    0.33    0.49    15    1.04    99    0.00    3    2    2   -0.02   9999   9999   0   0.000000;
4800    345    22050.0    0.18    0.64    2000    1.00    99    0.00    0    1    7   -0.02   9999   9999   0   0.000000;
4800    3362    1000.0    0.44    0.66    2000    1.00    99    0.00    3    1    2   -0.02   9999   9999   0   0.000000;
4800    4799    1200.0    0.33    0.49    15    1.04    99    0.00    3    2    2   0.02   9999   9999   0   0.000000;
4801    354    22050.0    0.06    0.21    2000    1.00    99    0.00    0    1    7   -0.04   9999   9999   0   0.000000;
4801    3420    1000.0    0.11    0.19    2000    1.00    99    0.00    4    1    2   -0.01   9999   9999   0   0.000000;
4801    4410    1000.0    0.35    0.60    2000    1.00    99    0.00    4    1    2   -0.00   9999   9999   0   0.000000;
4802    346    22050.0    0.34    1.20    2000    1.00    99    0.00    0    1    7   0.04   9999   9999   0   0.000000;
4802    347    22050.0    0.62    2.19    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
4802    3359    1500.0    0.33    0.49    2000    1.00    99    0.00    3    1    3   0.01   9999   9999   0   0.000000;
4802    3395    1500.0    0.15    0.22    2000    1.00    99    0.00    3    1    3   0.01   9999   9999   0   0.000000;
4803    3343    500.0    0.21    0.36    15    1.04    99    0.00    4    2    1   0.02   9999   9999   0   0.000000;
4803    3381    500.0    0.79    1.35    15    1.04    99    0.00    4    2    1   -0.01   9999   9999   0   0.000000;
4804    3378    500.0    0.47    0.81    15    1.04    99    0.00    4    2    1   0.01   9999   9999   0   86.275000;
4804    3380    500.0    0.28    0.48    15    1.04    99    0.00    4    2    1   -0.02   9999   9999   0   0.000000;
4805    3287    500.0    0.43    0.74    2000    1.00    99    0.00    4    1    1   0.00   9999   9999   0   0.000000;
4805    3289    800.0    0.37    0.55    5.5    1.11    99    0.00    4    4    1   -0.03   9999   9999   0   0.000000;
4806    349    22050.0    0.59    1.22    5.5    1.11    99    0.00    0    4    7   0.01   9999   9999   0   0.000000;
4806    3358    1680.0    0.48    0.63    5.5    1.11    99    0.00    3    4    2   -0.00   9999   9999   0   0.000000;
4806    3513    1680.0    0.29    0.38    5.5    1.11    99    0.00    3    4    2   0.03   9999   9999   0   0.000000;
4807    3358    800.0    0.42    0.63    5.5    1.11    99    0.00    4    4    1   -0.01   9999   9999   0   0.000000;
4807    3516    800.0    0.33    0.49    5.5    1.11    99    0.00    4    4    1   0.03   9999   9999   0   0.000000;
4808    348    22050.0    0.59    1.22    5.5    1.11    99    0.00    0    4    7   -0.00   9999   9999   0   0.000000;
4808    3210    2700.0    0.37    0.48    3    1.25    99    0.00    3    5    3   -0.02   9999   9999   0   0.000000;
4808    3513    2700.0    0.14    0.18    3    1.25    99    0.00    3    5    3   -0.02   9999   9999   0   0.000000;
4809    348    22050.0    0.16    0.33    5.5    1.11    99    0.00    0    4    7   0.04   9999   9999   0   0.000000;
4809    3210    800.0    0.37    0.55    5.5    1.11    99    0.00    4    4    1   0.00   9999   9999   0   0.000000;
4809    3358    800.0    0.60    0.90    5.5    1.11    99    0.00    4    4    1   -0.01   9999   9999   0   0.000000;
4810    332    22050.0    0.57    0.98    3    1.25    99    0.00    0    5    7   0.00   9999   9999   0   0.000000;
4810    3351    1800.0    0.23    0.30    3    1.25    99    0.00    3    5    2   -0.01   9999   9999   0   0.000000;
4810    3513    1800.0    0.43    0.56    3    1.25    99    0.00    3    5    2   -0.00   9999   9999   0   0.000000;
4811    333    22050.0    0.56    0.96    3    1.25    99    0.00    0    5    7   0.00   9999   9999   0   0.000000;
4811    3341    3300.0    0.45    0.47    3    1.25    99    0.00    2    5    3   -0.00   9999   9999   0   0.000000;
4811    3500    3300.0    0.31    0.32    3    1.25    99    0.00    2    5    3   -0.01   9999   9999   0   0.000000;
4812    333    22050.0    0.58    0.99    3    1.25    99    0.00    0    5    7   0.02   9999   9999   0   0.000000;
4812    3342    900.0    0.13    0.17    3    1.25    99    0.00    3    5    1   0.00   9999   9999   0   0.000000;
4812    4816    900.0    1.04    1.36    3    1.25    99    0.00    3    5    1   0.01   9999   9999   0   0.000000;
4813    3351    3300.0    0.51    0.53    3    1.25    99    0.00    2    5    3   -0.01   9999   9999   0   0.000000;
4813    3500    3300.0    0.37    0.38    3    1.25    99    0.00    2    5    3   0.01   9999   9999   0   0.000000;
4813    4814    800.0    0.41    0.61    3    1.25    99    0.00    4    5    1   -0.02   9999   9999   0   0.000000;
4814    331    22050.0    0.31    0.53    3    1.25    99    0.00    0    5    7   0.01   9999   9999   0   0.000000;
4814    333    22050.0    0.59    1.01    3    1.25    99    0.00    0    5    7   0.03   9999   9999   0   0.000000;
4814    4516    800.0    0.31    0.46    3    1.25    99    0.00    4    5    1   -0.01   9999   9999   0   0.000000;
4814    4813    800.0    0.41    0.61    3    1.25    99    0.00    4    5    1   0.02   9999   9999   0   0.000000;
4815    331    22050.0    0.18    0.31    3    1.25    99    0.00    0    5    7   -0.00   9999   9999   0   0.000000;
4815    3351    3300.0    0.05    0.05    3    1.25    99    0.00    2    5    3   0.01   9999   9999   0   0.000000;
4815    4529    3300.0    0.41    0.42    3    1.25    99    0.00    2    5    3   -0.01   9999   9999   0   0.000000;
4816    334    22050.0    0.60    1.03    3    1.25    99    0.00    0    5    7   0.00   9999   9999   0   0.000000;
4816    3341    900.0    0.47    0.61    3    1.25    99    0.00    3    5    1   0.00   279   9999   0   0.000000;
4816    4812    900.0    1.04    1.36    3    1.25    99    0.00    3    5    1   -0.01   9999   9999   0   0.000000;
4817    510    22050.0    0.50    0.86    3    1.25    99    0.00    0    5    7   0.01   301   9999   0   0.000000;
4817    3330    900.0    0.33    0.43    3    1.25    99    0.00    3    5    1   -0.03   9999   9999   0   0.000000;
4817    3331    900.0    1.03    1.34    3    1.25    99    0.00    3    5    1   -0.02   9999   9999   0   0.000000;
4818    510    22050.0    0.85    1.46    3    1.25    99    0.00    0    5    7   0.01   301   9999   0   0.000000;
4818    3327    800.0    0.33    0.49    3    1.25    99    0.00    4    5    1   0.03   9999   9999   0   35.040000;
4818    3329    800.0    0.20    0.30    3    1.25    99    0.00    4    5    1   -0.05   9999   9999   0   0.000000;
4819    335    22050.0    0.42    0.72    3    1.25    99    0.00    0    5    7   -0.01   9999   9999   0   0.000000;
4819    3327    3300.0    0.41    0.42    3    1.25    99    0.00    2    5    3   0.03   9999   9999   0   35.040000;
4819    3328    3300.0    0.40    0.41    3    1.25    99    0.00    2    5    3   -0.02   9999   9999   0   0.000000;
4820    335    22050.0    0.36    0.62    3    1.25    99    0.00    0    5    7   0.02   9999   9999   0   0.000000;
4820    3340    900.0    0.36    0.47    3    1.25    99    0.00    3    5    1   -0.00   9999   9999   0   0.000000;
4820    4794    900.0    0.83    1.08    3    1.25    99    0.00    3    5    1   0.00   9999   9999   0   0.000000;
4821    482    22050.0    0.32    1.13    2000    1.00    99    0.00    0    1    7   -0.03   9999   9999   0   0.000000;
4821    3834    2400.0    0.09    0.13    2000    1.00    99    0.00    2    1    4   -0.04   9999   9999   0   0.000000;
4821    4092    2400.0    0.14    0.21    2000    1.00    99    0.00    2    1    4   0.02   9999   9999   0   56.485000;
4822    540    22050.0    0.16    0.56    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
4822    3235    1200.0    0.21    0.31    15    1.04    99    0.00    3    2    2   0.01   9999   9999   0   0.000000;
4822    3734    1200.0    0.09    0.13    15    1.04    99    0.00    3    2    2   0.02   9999   9999   0   0.000000;
4823    540    22050.0    0.19    0.67    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
4823    3314    1600.0    0.13    0.20    15    1.04    99    0.00    2    2    2   0.02   9999   9999   0   0.000000;
4823    4824    1600.0    0.05    0.07    15    1.04    99    0.00    2    2    2   -0.02   9999   9999   0   0.000000;
4824    544    22050.0    0.17    0.60    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
4824    3235    1600.0    0.11    0.16    15    1.04    99    0.00    2    2    2   0.04   9999   9999   0   0.000000;
4824    4823    1600.0    0.05    0.07    15    1.04    99    0.00    2    2    2   0.02   9999   9999   0   0.000000;
4825    544    22050.0    0.24    0.85    15    1.04    99    0.00    0    2    7   -0.04   9999   9999   0   0.000000;
4825    3235    600.0    0.16    0.24    15    1.04    99    0.00    3    2    1   -0.02   9999   9999   0   0.000000;
4825    4665    600.0    0.26    0.39    15    1.04    99    0.00    3    2    1   -0.01   9999   9999   0   0.000000;
4826    535    22050.0    0.14    0.49    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
4826    3218    600.0    0.15    0.22    15    1.04    99    0.00    3    2    1   0.00   9999   9999   0   0.000000;
4826    3231    600.0    0.23    0.34    15    1.04    99    0.00    3    2    1   -0.02   9999   9999   0   0.000000;
4827    548    22050.0    0.24    0.85    15    1.04    99    0.00    0    2    7   -0.01   344   9999   0   46.360000;
4827    3229    500.0    0.29    0.50    15    1.04    99    0.00    4    2    1   -0.01   344   9999   0   46.360000;
4827    4828    500.0    0.17    0.29    15    1.04    99    0.00    4    2    1   -0.04   344   9999   0   46.360000;
4828    549    22050.0    0.17    0.60    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
4828    553    22050.0    0.32    1.13    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
4828    3245    500.0    0.27    0.46    15    1.04    99    0.00    4    2    1   -0.01   9999   9999   0   0.000000;
4828    4827    500.0    0.17    0.29    15    1.04    99    0.00    4    2    1   0.04   344   9999   0   46.360000;
4829    550    22050.0    0.52    1.84    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
4829    2904    600.0    0.33    0.49    15    1.04    99    0.00    3    2    1   0.00   9999   9999   0   0.000000;
4829    2917    600.0    0.26    0.39    15    1.04    99    0.00    3    2    1   0.03   9999   9999   0   0.000000;
4830    3242    1600.0    0.31    0.46    15    1.04    99    0.00    2    2    2   0.02   9999   9999   0   0.000000;
4830    3243    1600.0    0.16    0.24    15    1.04    99    0.00    2    2    2   -0.04   9999   9999   0   0.000000;
4830    4831    500.0    0.44    0.75    15    1.04    99    0.00    4    2    1   0.02   9999   9999   0   0.000000;
4831    578    22050.0    0.31    1.09    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
4831    582    22050.0    0.31    1.09    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
4831    4830    500.0    0.44    0.75    15    1.04    99    0.00    4    2    1   -0.02   9999   9999   0   0.000000;
4831    4832    500.0    0.31    0.53    15    1.04    99    0.00    4    2    1   0.00   9999   9999   0   0.000000;
4832    2903    2400.0    0.05    0.07    15    1.04    99    0.00    2    2    3   -0.02   9999   9999   0   0.000000;
4832    4831    500.0    0.31    0.53    15    1.04    99    0.00    4    2    1   -0.00   9999   9999   0   0.000000;
4832    4834    2400.0    0.18    0.27    15    1.04    99    0.00    2    2    3   -0.00   9999   9999   0   0.000000;
4833    576    22050.0    0.53    1.87    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
4833    578    22050.0    0.43    1.52    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
4833    2903    2400.0    0.12    0.18    15    1.04    99    0.00    2    2    3   0.02   9999   9999   0   0.000000;
4833    2904    2400.0    0.28    0.42    15    1.04    99    0.00    2    2    3   -0.02   9999   9999   0   0.000000;
4834    582    22050.0    0.39    1.38    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
4834    4832    2400.0    0.18    0.27    15    1.04    99    0.00    2    2    3   0.00   9999   9999   0   0.000000;
4834    4835    2400.0    0.06    0.09    15    1.04    99    0.00    2    2    3   0.01   9999   9999   0   0.000000;
4835    579    22050.0    0.11    0.39    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
4835    3727    2400.0    0.32    0.48    15    1.04    99    0.00    2    2    3   0.00   321   9999   0   42.700000;
4835    4834    2400.0    0.06    0.09    15    1.04    99    0.00    2    2    3   -0.01   9999   9999   0   0.000000;
4836    551    22050.0    0.23    0.81    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
4836    2906    2400.0    0.29    0.43    15    1.04    99    0.00    2    2    3   -0.01   9999   9999   0   0.000000;
4836    2907    2400.0    0.29    0.43    15    1.04    99    0.00    2    2    3   0.01   9999   9999   0   0.000000;
4837    552    22050.0    0.15    0.53    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
4837    3224    1600.0    0.21    0.31    15    1.04    99    0.00    2    2    2   0.01   9999   9999   0   0.000000;
4837    4838    1600.0    0.02    0.03    15    1.04    99    0.00    2    2    2   -0.05   9999   9999   0   0.000000;
4838    554    22050.0    0.23    0.81    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
4838    3220    1600.0    0.35    0.52    15    1.04    99    0.00    2    2    2   0.00   9999   9999   0   0.000000;
4838    4837    1600.0    0.02    0.03    15    1.04    99    0.00    2    2    2   0.05   9999   9999   0   0.000000;
4839    555    22050.0    0.19    0.67    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
4839    2815    1200.0    0.06    0.09    15    1.04    99    0.00    3    2    2   0.05   9999   9999   0   0.000000;
4839    2899    1200.0    0.35    0.52    15    1.04    99    0.00    3    2    2   -0.01   9999   9999   0   0.000000;
4840    555    22050.0    0.20    0.71    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
4840    3217    1600.0    0.18    0.27    15    1.04    99    0.00    2    2    2   -0.04   9999   9999   0   0.000000;
4840    3220    1600.0    0.25    0.38    15    1.04    99    0.00    2    2    2   0.02   9999   9999   0   0.000000;
4841    557    22050.0    0.09    0.32    15    1.04    99    0.00    0    2    7   -0.07   9999   9999   0   0.000000;
4841    2901    2400.0    0.18    0.27    15    1.04    99    0.00    2    2    3   -0.03   9999   9999   0   112.615000;
4841    2906    2400.0    0.28    0.42    15    1.04    99    0.00    2    2    3   0.04   9999   9999   0   0.000000;
4842    558    22050.0    0.13    0.46    15    1.04    99    0.00    0    2    7   -0.05   9999   9999   0   0.000000;
4842    560    22050.0    0.14    0.49    15    1.04    99    0.00    0    2    7   0.03   9999   9999   0   0.000000;
4842    2886    2400.0    0.10    0.15    15    1.04    99    0.00    2    2    3   0.03   9999   9999   0   0.000000;
4842    4843    2400.0    0.19    0.28    15    1.04    99    0.00    2    2    3   -0.03   9999   9999   0   0.000000;
4843    558    22050.0    0.08    0.28    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
4843    2900    2400.0    0.24    0.36    15    1.04    99    0.00    2    2    3   0.01   9999   9999   0   0.000000;
4843    4842    2400.0    0.19    0.28    15    1.04    99    0.00    2    2    3   0.03   9999   9999   0   0.000000;
4844    559    22050.0    0.27    0.95    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
4844    2816    1600.0    0.15    0.22    15    1.04    99    0.00    2    2    2   -0.03   9999   9999   0   0.000000;
4844    2899    1600.0    0.13    0.20    15    1.04    99    0.00    2    2    2   0.01   9999   9999   0   0.000000;
4845    561    22050.0    0.18    0.64    15    1.04    99    0.00    0    2    7   0.04   343   9999   0   0.000000;
4845    2886    2400.0    0.21    0.31    15    1.04    99    0.00    2    2    3   -0.01   9999   9999   0   0.000000;
4845    2910    2400.0    0.11    0.16    15    1.04    99    0.00    2    2    3   0.02   9999   9999   0   0.000000;
4846    528    22050.0    0.21    0.74    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
4846    2890    1200.0    0.04    0.06    15    1.04    99    0.00    3    2    2   -0.01   9999   9999   0   0.000000;
4846    4849    1200.0    0.18    0.27    15    1.04    99    0.00    3    2    2   -0.01   9999   9999   0   43.870000;
4847    528    22050.0    0.17    0.60    15    1.04    99    0.00    0    2    7   0.03   9999   9999   0   0.000000;
4847    2817    2400.0    0.12    0.18    15    1.04    99    0.00    2    2    3   0.04   9999   9999   0   0.000000;
4847    2913    2400.0    0.43    0.64    15    1.04    99    0.00    2    2    3   -0.01   9999   9999   0   0.000000;
4848    529    22050.0    0.28    0.99    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
4848    2887    2400.0    0.33    0.49    15    1.04    99    0.00    2    2    3   0.00   9999   9999   0   0.000000;
4848    2910    2400.0    0.02    0.03    15    1.04    99    0.00    2    2    3   0.02   9999   9999   0   0.000000;
4849    526    22050.0    0.37    1.31    15    1.04    99    0.00    0    2    7   0.03   343   9999   0   0.000000;
4849    529    22050.0    0.24    0.85    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
4849    2889    1200.0    0.23    0.34    15    1.04    99    0.00    3    2    2   -0.01   9999   9999   0   0.000000;
4849    4846    1200.0    0.18    0.27    15    1.04    99    0.00    3    2    2   0.01   9999   9999   0   43.870000;
4850    526    22050.0    0.33    1.16    15    1.04    99    0.00    0    2    7   0.03   343   9999   0   0.000000;
4850    2818    1200.0    0.13    0.20    15    1.04    99    0.00    3    2    2   0.01   9999   9999   0   0.000000;
4850    2890    1200.0    0.07    0.11    15    1.04    99    0.00    3    2    2   0.00   9999   9999   0   0.000000;
4851    525    22050.0    0.12    0.42    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
4851    526    22050.0    0.32    1.13    15    1.04    99    0.00    0    2    7   0.03   343   9999   0   0.000000;
4851    4852    2400.0    0.18    0.27    15    1.04    99    0.00    2    2    3   -0.00   9999   9999   0   0.000000;
4851    4855    2400.0    0.15    0.22    15    1.04    99    0.00    2    2    3   0.01   9999   9999   0   0.000000;
4852    524    22050.0    0.07    0.25    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
4852    525    22050.0    0.08    0.28    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
4852    2889    2400.0    0.13    0.20    15    1.04    99    0.00    2    2    3   -0.01   9999   9999   0   0.000000;
4852    4851    2400.0    0.18    0.27    15    1.04    99    0.00    2    2    3   0.00   9999   9999   0   0.000000;
4853    2889    500.0    0.54    0.93    15    1.04    99    0.00    4    2    1   -0.02   9999   9999   0   0.000000;
4854    522    22050.0    0.17    0.60    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
4854    4858    1600.0    0.20    0.30    15    1.04    99    0.00    2    2    2   -0.00   9999   9999   0   0.000000;
4854    4863    1600.0    0.08    0.12    15    1.04    99    0.00    2    2    2   0.00   9999   9999   0   0.000000;
4855    522    22050.0    0.14    0.49    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
4855    4851    2400.0    0.15    0.22    15    1.04    99    0.00    2    2    3   -0.01   9999   9999   0   0.000000;
4855    4856    2400.0    0.08    0.12    15    1.04    99    0.00    2    2    3   0.01   9999   9999   0   0.000000;
4856    527    22050.0    0.23    0.81    15    1.04    99    0.00    0    2    7   0.01   9999   9999   0   0.000000;
4856    2893    2400.0    0.15    0.22    15    1.04    99    0.00    2    2    3   0.01   9999   9999   0   1400.625000;
4856    4855    2400.0    0.08    0.12    15    1.04    99    0.00    2    2    3   -0.01   9999   9999   0   0.000000;
4857    527    22050.0    0.13    0.46    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
4857    2893    1600.0    0.20    0.30    15    1.04    99    0.00    2    2    2   -0.02   9999   9999   0   0.000000;
4857    2894    1600.0    0.25    0.38    15    1.04    99    0.00    2    2    2   0.03   9999   9999   0   0.000000;
4858    521    22050.0    0.15    0.53    15    1.04    99    0.00    0    2    7   -0.00   9999   9999   0   0.000000;
4858    2893    1600.0    0.14    0.21    15    1.04    99    0.00    2    2    2   0.01   9999   9999   0   0.000000;
4858    4854    1600.0    0.20    0.30    15    1.04    99    0.00    2    2    2   0.00   9999   9999   0   0.000000;
4859    516    22050.0    0.17    0.60    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
4859    2894    1200.0    0.21    0.31    15    1.04    99    0.00    3    2    2   0.03   9999   9999   0   0.000000;
4859    2895    1200.0    0.18    0.27    15    1.04    99    0.00    3    2    2   -0.02   9999   9999   0   0.000000;
4860    517    22050.0    0.26    0.92    15    1.04    99    0.00    0    2    7   -0.01   9999   9999   0   0.000000;
4860    2895    2400.0    0.08    0.12    15    1.04    99    0.00    2    2    3   0.02   9999   9999   0   0.000000;
4860    3737    2400.0    0.25    0.38    15    1.04    99    0.00    2    2    3   -0.00   9999   9999   0   0.000000;
4861    516    22050.0    0.40    1.41    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
4861    2896    2400.0    0.05    0.07    15    1.04    99    0.00    2    2    3   0.03   9999   9999   0   0.000000;
4861    3737    2400.0    0.18    0.27    15    1.04    99    0.00    2    2    3   -0.02   9999   9999   0   0.000000;
4862    520    22050.0    0.56    1.98    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
4862    2829    1200.0    0.32    0.48    15    1.04    99    0.00    3    2    2   0.00   9999   9999   0   0.000000;
4862    2892    1200.0    0.18    0.27    15    1.04    99    0.00    3    2    2   0.00   9999   9999   0   0.000000;
4863    520    22050.0    0.47    1.66    15    1.04    99    0.00    0    2    7   0.00   9999   9999   0   0.000000;
4863    2891    1600.0    0.28    0.42    15    1.04    99    0.00    2    2    2   0.01   9999   9999   0   0.000000;
4863    4854    1600.0    0.08    0.12    15    1.04    99    0.00    2    2    2   -0.00   9999   9999   0   0.000000;
4864    565    22050.0    0.40    0.83    5.5    1.11    99    0.00    0    4    7   -0.00   9999   9999   0   0.000000;
4864    2856    840.0    0.04    0.05    5.5    1.11    99    0.00    3    4    1   0.00   9999   9999   0   0.000000;
4864    2857    840.0    0.49    0.64    5.5    1.11    99    0.00    3    4    1   0.01   9999   9999   0   0.000000;
4865    565    22050.0    0.50    1.03    5.5    1.11    99    0.00    0    4    7   -0.00   9999   9999   0   0.000000;
4865    2854    600.0    0.31    0.46    15    1.04    99    0.00    3    2    1   0.00   9999   9999   0   0.000000;
4865    4866    600.0    0.07    0.11    15    1.04    99    0.00    3    2    1   0.00   9999   9999   0   0.000000;
4866    616    22050.0    0.25    0.88    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
4866    2855    600.0    0.26    0.39    15    1.04    99    0.00    3    2    1   0.01   9999   9999   0   0.000000;
4866    4865    600.0    0.07    0.11    15    1.04    99    0.00    3    2    1   -0.00   9999   9999   0   0.000000;
4867    617    22050.0    0.28    0.99    15    1.04    99    0.00    0    2    7   -0.02   9999   9999   0   0.000000;
4867    2852    2400.0    0.16    0.24    15    1.04    99    0.00    2    2    3   -0.03   9999   9999   0   0.000000;
4867    3786    2400.0    0.11    0.16    15    1.04    99    0.00    2    2    3   0.03   9999   9999   0   0.000000;
4868    622    22050.0    0.17    0.60    15    1.04    99    0.00    0    2    7   0.02   9999   9999   0   0.000000;
4868    2827    1200.0    0.68    1.02    15    1.04    99    0.00    3    2    2   0.01   9999   9999   0   0.000000;
4868    2828    500.0    1.07    1.83    15    1.04    99    0.00    4    2    1   0.01   342   9999   0   0.000000;
4868    2839    1200.0    0.38    0.57    15    1.04    99    0.00    3    2    2   0.00   9999   9999   0   0.000000;
4869    621    22050.0    0.44    1.15    7    1.08    99    0.00    0    3    7   0.01   9999   9999   0   0.000000;
4869    2841    1400.0    0.08    0.10    7    1.08    99    0.00    3    3    2   -0.01   9999   9999   0   0.000000;
4869    3785    1400.0    0.15    0.20    7    1.08    99    0.00    3    3    2   0.06   9999   9999   0   0.000000;
4870    628    22050.0    0.38    0.99    7    1.08    99    0.00    0    3    7   0.01   9999   9999   0   0.000000;
4870    3776    600.0    0.13    0.22    7    1.08    99    0.00    4    3    1   0.01   9999   9999   0   0.000000;
4870    3777    600.0    0.53    0.91    7    1.08    99    0.00    4    3    1   0.00   9999   9999   0   0.000000;
